Titulo,Autores,Categoria,Calificacion,Precio,"In Stock",Link
"Run, Spot, Run: The Ethics of Keeping Pets","Jessica Pierce",Philosophy,1,Â£20.02,"In stock",https://books.toscrape.com/catalogue/run-spot-run-the-ethics-of-keeping-pets_106/index.html
"New Moon (Twilight #2)","Stephenie Meyer","Young Adult",4,Â£12.86,"In stock",https://books.toscrape.com/catalogue/new-moon-twilight-2_105/index.html
Life,"Yann Martel",Music,5,Â£31.58,"In stock",https://books.toscrape.com/catalogue/life_104/index.html
"Kindle Paperwhite User's Guide","Quick Guides Team",Nonfiction,3,Â£34.00,"In stock",https://books.toscrape.com/catalogue/kindle-paperwhite-users-guide_103/index.html
"H is for Hawk","Helen Macdonald",Nonfiction,5,Â£57.42,"In stock",https://books.toscrape.com/catalogue/h-is-for-hawk_102/index.html
"Girl Online On Tour (Girl Online #2)","Zoe Sugg","Young Adult",1,Â£53.47,"In stock",https://books.toscrape.com/catalogue/girl-online-on-tour-girl-online-2_101/index.html
"Fruits Basket, Vol. 2 (Fruits Basket #2)","Natsuki Takaya","Sequential Art",5,Â£11.64,"In stock",https://books.toscrape.com/catalogue/fruits-basket-vol-2-fruits-basket-2_100/index.html
"Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book)","Herobrine Publishing",Childrens,4,Â£52.88,"In stock",https://books.toscrape.com/catalogue/diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)","Brian K. Vaughan","Sequential Art",4,Â£18.51,"In stock",https://books.toscrape.com/catalogue/y-the-last-man-vol-1-unmanned-y-the-last-man-1_98/index.html
"While You Were Mine","Tammy Falkner","Historical Fiction",5,Â£41.32,"In stock",https://books.toscrape.com/catalogue/while-you-were-mine_97/index.html
"Where Lightning Strikes (Bleeding Stars #3)","A.L. Jackson",Romance,3,Â£39.77,"In stock",https://books.toscrape.com/catalogue/where-lightning-strikes-bleeding-stars-3_96/index.html
"When I'm Gone","Beatriz Dujovne",Fiction,3,Â£51.96,"In stock",https://books.toscrape.com/catalogue/when-im-gone_95/index.html
"Ways of Seeing","John Berger",Art,5,Â£39.51,"In stock",https://books.toscrape.com/catalogue/ways-of-seeing_94/index.html
"Vampire Knight, Vol. 1 (Vampire Knight #1)","Matsuri Hino",Paranormal,1,Â£15.40,"In stock",https://books.toscrape.com/catalogue/vampire-knight-vol-1-vampire-knight-1_93/index.html
"Vampire Girl (Vampire Girl #1)","Karpov Kinrade",Fantasy,2,Â£53.82,"In stock",https://books.toscrape.com/catalogue/vampire-girl-vampire-girl-1_92/index.html
"Twenty Love Poems and a Song of Despair","Pablo Neruda",Poetry,4,Â£30.95,"In stock",https://books.toscrape.com/catalogue/twenty-love-poems-and-a-song-of-despair_91/index.html
"Travels with Charley: In Search of America","John Steinbeck",Nonfiction,5,Â£57.82,"In stock",https://books.toscrape.com/catalogue/travels-with-charley-in-search-of-america_90/index.html
"Three Wishes (River of Time: California #1)","Lisa Tawn Bergren","Science Fiction",2,Â£44.18,"In stock",https://books.toscrape.com/catalogue/three-wishes-river-of-time-california-1_89/index.html
"This One Moment (Pushing Limits #1)","Stina Lindenblatt",Romance,1,Â£48.71,"In stock",https://books.toscrape.com/catalogue/this-one-moment-pushing-limits-1_88/index.html
"The Zombie Room","R. d. Ronald",Default,5,Â£19.69,"In stock",https://books.toscrape.com/catalogue/the-zombie-room_87/index.html
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)","Kieron Gillen","Sequential Art",2,Â£36.52,"In stock",https://books.toscrape.com/catalogue/the-wicked-the-divine-vol-1-the-faust-act-the-wicked-the-divine_86/index.html
"The Tumor","John Grisham, Focused Ultrasound Foundation",Nonfiction,5,Â£41.56,"In stock",https://books.toscrape.com/catalogue/the-tumor_85/index.html
"The Story of Hong Gildong","Minsoo Kang",Classics,4,Â£43.19,"In stock",https://books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html
"The Silent Wife","A. S. A. Harrison",Fiction,5,Â£12.34,"In stock",https://books.toscrape.com/catalogue/the-silent-wife_83/index.html
"The Silent Twin (Detective Jennifer Knight #3)","Caroline Mitchell",Fantasy,3,Â£36.25,"In stock",https://books.toscrape.com/catalogue/the-silent-twin-detective-jennifer-knight-3_82/index.html
"The Selfish Gene","Richard Dawkins",Science,1,Â£29.45,"In stock",https://books.toscrape.com/catalogue/the-selfish-gene_81/index.html
"The Secret Healer","Ellin Carsta","Historical Fiction",3,Â£34.56,"In stock",https://books.toscrape.com/catalogue/the-secret-healer_80/index.html
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)","Neil Gaiman","Sequential Art",3,Â£54.12,"In stock",https://books.toscrape.com/catalogue/the-sandman-vol-1-preludes-and-nocturnes-the-sandman-volumes-1_79/index.html
"The Republic",Plato,"Add a comment",3,Â£33.78,"In stock",https://books.toscrape.com/catalogue/the-republic_78/index.html
"The Odyssey",Homer,"Add a comment",3,Â£29.64,"In stock",https://books.toscrape.com/catalogue/the-odyssey_77/index.html
"The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1)","Alexander McCall Smith",Mystery,4,Â£57.70,"In stock",https://books.toscrape.com/catalogue/the-no-1-ladies-detective-agency-no-1-ladies-detective-agency-1_76/index.html
"The Nicomachean Ethics",Aristotle,Philosophy,1,Â£36.34,"In stock",https://books.toscrape.com/catalogue/the-nicomachean-ethics_75/index.html
"The Name of the Wind (The Kingkiller Chronicle #1)","Patrick Rothfuss",Default,3,Â£50.59,"In stock",https://books.toscrape.com/catalogue/the-name-of-the-wind-the-kingkiller-chronicle-1_74/index.html
"The Mirror & the Maze (The Wrath and the Dawn #1.5)","Renée Ahdieh",Fantasy,1,Â£29.38,"In stock",https://books.toscrape.com/catalogue/the-mirror-the-maze-the-wrath-and-the-dawn-15_73/index.html
"The Little Prince","Antoine de Saint-Exupery",Classics,2,Â£45.42,"In stock",https://books.toscrape.com/catalogue/the-little-prince_72/index.html
"The Light of the Fireflies","Wade Edward Speer","Add a comment",1,Â£54.43,"In stock",https://books.toscrape.com/catalogue/the-light-of-the-fireflies_71/index.html
"The Last Girl (The Dominion Trilogy #1)","Joe Hart","Science Fiction",2,Â£36.26,"In stock",https://books.toscrape.com/catalogue/the-last-girl-the-dominion-trilogy-1_70/index.html
"The Iliad",Homer,"Add a comment",1,Â£16.16,"In stock",https://books.toscrape.com/catalogue/the-iliad_69/index.html
"The Hook Up (Game On #1)","Amar Shah","New Adult",5,Â£36.29,"In stock",https://books.toscrape.com/catalogue/the-hook-up-game-on-1_68/index.html
"The Haters","Jesse Andrews","Young Adult",5,Â£27.89,"In stock",https://books.toscrape.com/catalogue/the-haters_67/index.html
"The Girl You Lost","Zane Grey",Mystery,5,Â£12.29,"In stock",https://books.toscrape.com/catalogue/the-girl-you-lost_66/index.html
"The Girl In The Ice (DCI Erika Foster #1)","Robert Bryndza",Mystery,3,Â£15.85,"In stock",https://books.toscrape.com/catalogue/the-girl-in-the-ice-dci-erika-foster-1_65/index.html
"The End of the Jesus Era (An Investigation #1)","James H. Stone Jr.",Nonfiction,1,Â£14.40,"In stock",https://books.toscrape.com/catalogue/the-end-of-the-jesus-era-an-investigation-1_64/index.html
"The Edge of Reason (Bridget Jones #2)","Bright Summaries","Womens Fiction",4,Â£19.18,"In stock",https://books.toscrape.com/catalogue/the-edge-of-reason-bridget-jones-2_63/index.html
"The Complete Maus (Maus #1-2)","Jan May","Sequential Art",3,Â£10.64,"In stock",https://books.toscrape.com/catalogue/the-complete-maus-maus-1-2_62/index.html
"The Communist Manifesto","Karl Marx, Friedrich Engels","Add a comment",3,Â£14.76,"In stock",https://books.toscrape.com/catalogue/the-communist-manifesto_61/index.html
"The Bhagavad Gita","Hari Chetan",Religion,3,Â£57.49,"In stock",https://books.toscrape.com/catalogue/the-bhagavad-gita_60/index.html
"The Bette Davis Club","Jane Lotter",Fiction,3,Â£30.66,"In stock",https://books.toscrape.com/catalogue/the-bette-davis-club_59/index.html
"The Art of Not Breathing","Sarah Alexander","Young Adult",4,Â£40.83,"In stock",https://books.toscrape.com/catalogue/the-art-of-not-breathing_58/index.html
"Taking Shots (Assassins #1)","Michael A. Martin, Andy Mangels",Default,2,Â£18.88,"In stock",https://books.toscrape.com/catalogue/taking-shots-assassins-1_57/index.html
Starlark,"Cael Percy","Historical Fiction",3,Â£25.83,"In stock",https://books.toscrape.com/catalogue/starlark_56/index.html
"Skip Beat!, Vol. 01 (Skip Beat! #1)","Yoshiki Nakamura","Sequential Art",3,Â£42.12,"In stock",https://books.toscrape.com/catalogue/skip-beat-vol-01-skip-beat-1_55/index.html
"Sister Sable (The Mad Queen #1)","T. Mountebank",Fantasy,3,Â£13.33,"In stock",https://books.toscrape.com/catalogue/sister-sable-the-mad-queen-1_54/index.html
"Shatter Me (Shatter Me #1)","Tahereh Mafi",Default,1,Â£42.40,"In stock",https://books.toscrape.com/catalogue/shatter-me-shatter-me-1_53/index.html
Shameless,"Lex Martin","New Adult",3,Â£58.35,"In stock",https://books.toscrape.com/catalogue/shameless_52/index.html
"Shadow Rites (Jane Yellowrock #10)","Faith Hunter",Fantasy,4,Â£21.72,"In stock",https://books.toscrape.com/catalogue/shadow-rites-jane-yellowrock-10_51/index.html
"Settling the Score (The Summer Games #1)","T. Gamer","No cargó",2,Â£44.91,"In stock",https://books.toscrape.com/catalogue/settling-the-score-the-summer-games-1_50/index.html
"Sense and Sensibility","Jane Austen",Classics,1,Â£37.46,"In stock",https://books.toscrape.com/catalogue/sense-and-sensibility_49/index.html
"Saga, Volume 1 (Saga (Collected Editions) #1)","A. G. Howard","Sequential Art",1,Â£28.48,"In stock",https://books.toscrape.com/catalogue/saga-volume-1-saga-collected-editions-1_48/index.html
"Rhythm, Chord & Malykhin","Mariana Zapata",Romance,2,Â£28.34,"In stock",https://books.toscrape.com/catalogue/rhythm-chord-malykhin_47/index.html
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)","Kurtis J Wiebe","Sequential Art",5,Â£46.96,"In stock",https://books.toscrape.com/catalogue/rat-queens-vol-1-sass-sorcery-rat-queens-collected-editions-1-5_46/index.html
"Paradise Lost (Paradise #1)","Joe Brusha",Default,1,Â£24.96,"In stock",https://books.toscrape.com/catalogue/paradise-lost-paradise-1_45/index.html
"Paper Girls, Vol. 1 (Paper Girls #1-5)","Brian K. Vaughan, Cliff Chiang, Jared K. Fletcher, Matthew Wilson","Sequential Art",4,Â£21.71,"In stock",https://books.toscrape.com/catalogue/paper-girls-vol-1-paper-girls-1-5_44/index.html
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)","Bisco Hatori","Sequential Art",3,Â£29.87,"In stock",https://books.toscrape.com/catalogue/ouran-high-school-host-club-vol-1-ouran-high-school-host-club-1_43/index.html
"Origins (Alphas 0.5)","Ilona Andrews",Fantasy,1,Â£28.99,"In stock",https://books.toscrape.com/catalogue/origins-alphas-05_42/index.html
"One Second (Seven #7)","Dannika Dark",Fantasy,2,Â£52.94,"In stock",https://books.toscrape.com/catalogue/one-second-seven-7_41/index.html
"On the Road (Duluoz Legend)","Jack Kerouac",Default,3,Â£32.36,"In stock",https://books.toscrape.com/catalogue/on-the-road-duluoz-legend_40/index.html
"Old Records Never Die: One Man's Quest for His Vinyl and His Past","Eric Spitznagel",Music,2,Â£55.66,"In stock",https://books.toscrape.com/catalogue/old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html
"Off Sides (Off #1)","Sawyer Bennett","New Adult",5,Â£39.45,"In stock",https://books.toscrape.com/catalogue/off-sides-off-1_38/index.html
"Of Mice and Men","John Steinbeck",Classics,2,Â£47.11,"In stock",https://books.toscrape.com/catalogue/of-mice-and-men_37/index.html
"Myriad (Prentor #1)","Mona Hanna",Fantasy,4,Â£58.75,"In stock",https://books.toscrape.com/catalogue/myriad-prentor-1_36/index.html
"My Perfect Mistake (Over the Top #1)","Kendra Little",Romance,2,Â£38.92,"In stock",https://books.toscrape.com/catalogue/my-perfect-mistake-over-the-top-1_35/index.html
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)","G. Willow Wilson, Adrian Alphona","Sequential Art",4,Â£39.39,"In stock",https://books.toscrape.com/catalogue/ms-marvel-vol-1-no-normal-ms-marvel-2014-2015-1_34/index.html
Meditations,"Marco Aurelio",Philosophy,2,Â£25.89,"In stock",https://books.toscrape.com/catalogue/meditations_33/index.html
Matilda,"Roald Dahl",Childrens,1,Â£28.34,"In stock",https://books.toscrape.com/catalogue/matilda_32/index.html
"Lost Among the Living","Simone St. James","Historical Fiction",4,Â£27.70,"In stock",https://books.toscrape.com/catalogue/lost-among-the-living_31/index.html
"Lord of the Flies","William Golding","Add a comment",3,Â£24.89,"In stock",https://books.toscrape.com/catalogue/lord-of-the-flies_30/index.html
"Listen to Me (Fusion #1)","Kristen Proby",Romance,3,Â£58.99,"In stock",https://books.toscrape.com/catalogue/listen-to-me-fusion-1_29/index.html
"Kitchens of the Great Midwest","J. Ryan Stradal",Fiction,5,Â£57.20,"In stock",https://books.toscrape.com/catalogue/kitchens-of-the-great-midwest_28/index.html
"Jane Eyre","Charlotte Brontë",Default,5,Â£38.43,"In stock",https://books.toscrape.com/catalogue/jane-eyre_27/index.html
"Imperfect Harmony","Jay Northcote",Romance,4,Â£34.74,"In stock",https://books.toscrape.com/catalogue/imperfect-harmony_26/index.html
"Icing (Aces Hockey #2)","Kelly Jamieson","Sports and Games",4,Â£40.44,"In stock",https://books.toscrape.com/catalogue/icing-aces-hockey-2_25/index.html
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)","Matt Fraction","Sequential Art",3,Â£45.24,"In stock",https://books.toscrape.com/catalogue/hawkeye-vol-1-my-life-as-a-weapon-hawkeye-1_24/index.html
"Having the Barbarian's Baby (Ice Planet Barbarians #7.5)","Ruby Dixon","Science Fiction",4,Â£34.96,"In stock",https://books.toscrape.com/catalogue/having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html
"Giant Days, Vol. 1 (Giant Days #1-4)","Allison, John, Treiman, Lissa","Sequential Art",4,Â£56.76,"In stock",https://books.toscrape.com/catalogue/giant-days-vol-1-giant-days-1-4_22/index.html
"Fruits Basket, Vol. 1 (Fruits Basket #1)","Natsuki Takaya","Sequential Art",5,Â£40.28,"In stock",https://books.toscrape.com/catalogue/fruits-basket-vol-1-fruits-basket-1_21/index.html
Frankenstein,"Mary Shelley",Default,2,Â£38.00,"In stock",https://books.toscrape.com/catalogue/frankenstein_20/index.html
"Forever Rockers (The Rocker #12)","Terri Anne Browning",Music,3,Â£28.80,"In stock",https://books.toscrape.com/catalogue/forever-rockers-the-rocker-12_19/index.html
"Fighting Fate (Fighting #6)","JB Salsbury",Romance,3,Â£39.24,"In stock",https://books.toscrape.com/catalogue/fighting-fate-fighting-6_18/index.html
Emma,"Jane Austen",Classics,2,Â£32.93,"In stock",https://books.toscrape.com/catalogue/emma_17/index.html
"Eat, Pray, Love","Elizabeth Gilbert",Nonfiction,3,Â£51.32,"In stock",https://books.toscrape.com/catalogue/eat-pray-love_16/index.html
"Deep Under (Walker Security #1)","Lisa Renee Jones",Romance,5,Â£47.09,"In stock",https://books.toscrape.com/catalogue/deep-under-walker-security-1_15/index.html
"Choosing Our Religion: The Spiritual Lives of America's Nones","Elizabeth Drescher",Religion,4,Â£28.42,"In stock",https://books.toscrape.com/catalogue/choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html
"Charlie and the Chocolate Factory (Charlie Bucket #1)","Roald Dahl",Childrens,3,Â£22.85,"In stock",https://books.toscrape.com/catalogue/charlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html
"Charity's Cross (Charles Towne Belles #4)","MaryLu Tyndall",Romance,1,Â£41.24,"In stock",https://books.toscrape.com/catalogue/charitys-cross-charles-towne-belles-4_12/index.html
"Bright Lines","Tanwi Nandini Islam",Fiction,5,Â£39.07,"In stock",https://books.toscrape.com/catalogue/bright-lines_11/index.html
"Bridget Jones's Diary (Bridget Jones #1)","Helen Fielding","Womens Fiction",1,Â£29.82,"In stock",https://books.toscrape.com/catalogue/bridget-joness-diary-bridget-jones-1_10/index.html
"Bounty (Colorado Mountain #7)","Kristen Ashley",Romance,4,Â£37.26,"In stock",https://books.toscrape.com/catalogue/bounty-colorado-mountain-7_9/index.html
"Blood Defense (Samantha Brinkman #1)","Marcia Clark",Mystery,3,Â£20.30,"In stock",https://books.toscrape.com/catalogue/blood-defense-samantha-brinkman-1_8/index.html
